Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
02501624$Magicienne des Ténèbres l'Apprentie du Magicien$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Magicien/Effet]$$$$$Niveau 6$2000$1700$$$$Vous pouvez Invoquer Spécialement cette carte (depuis votre main) en défaussant 1 carte, et si vous le faites, le nom de cette carte devient "Magicienne des Ténèbres". Vous ne pouvez Invoquer Spécialement "Magicienne des Ténèbres l'Apprentie du Magicien" qu'une fois par tour de cette façon. Si cette carte est Invoquée Normalement ou Spécialement : vous pouvez ajouter 1 "Sarcophage Brillant" depuis votre Deck à votre main. Vous ne pouvez utiliser cet effet de "Magicienne des Ténèbres l'Apprentie du Magicien" qu'une fois par tour. Gagne 300 ATK pour chaque monstre qui mentionne "Sarcophage Brillant" dans les Cimetières.$Shining Sarcophagus$$Activates cards from your hand/Discards for cost/Activates upon Special Summon/Activates upon Normal Summon/Adds from Deck to hand$Unclassified/Condition/Trigger/Condition/Continuous$
05414777$Monde des Esprits$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Lorsque cette carte est activée : vous pouvez ajouter 1 monstre qui mentionne "Ancien Dragon Féerique" depuis votre Deck à votre main. Vous ne pouvez activer les effets suivants que tant que vous contrôlez un Monstre Synchro LUMIÈRE Dragon de min. Niveau 7. Chaque fois qu'un ou plusieurs monstres sont Invoqués Spécialement en Position d'Attaque : changez-les en Position de Défense. Une fois par tour, durant la End Phase : détruisez tous les monstres en Position d'Attaque sur le Terrain du joueur du tour. Vous ne pouvez activer qu'1 "Monde des Esprits" par tour.$LIGHT/Dragon/Synchro Monster$$Adds from Deck to hand/Activates upon Special Summon/Changes battle positions$Effect/Condition/Trigger/Trigger/Condition$
31809476$Flash Héraldique$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Ciblez un nombre de votre choix de monstres face recto contrôlés par votre adversaire ; le nom de ces monstres devient "Inconnu". Durant votre End Phase, si vous contrôlez un Monstre Xyz Psychique et que cette carte est dans votre Cimetière : vous pouvez Poser cette carte, mais bannissez-la lorsqu'elle quitte le Terrain. Vous ne pouvez utiliser cet effet de "Flash Héraldique" qu'une fois par tour.$Psychic/Xyz Monster$$Activates from your Graveyard/Sets itself from your Graveyard$Effect/Trigger-like/Condition$
04398189$Sorcière de la Forêt Blanche$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Lorsque cette carte est activée : vous pouvez ajouter 1 monstre "Forêt Blanche" depuis votre Deck à votre main, mais vous ne pouvez pas Invoquer Spécialement de monstres TÉNÈBRES depuis l'Extra Deck le reste de ce tour. La première fois que chaque monstre "Forêt Blanche" que vous contrôlez va être détruit au combat chaque tour, il n'est pas détruit. Vous pouvez cibler 1 monstre "Forêt Blanche" que vous contrôlez ; ce tour, il est traité comme Syntoniseur. Vous ne pouvez utiliser cet effet de "Sorcière de la Forêt Blanche" qu'une fois par tour. Vous ne pouvez activer qu'1 "Sorcière de la Forêt Blanche" par tour.$$$$Effect/Continuous-like/Ignition-like/Condition/Condition$
04575541$Ici Sont des Dragons$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Invoquez Spécialement 1 monstre "Maître Dragon" depuis votre main, Cimetière ou bannissement, puis immédiatement après la résolution de cet effet, vous pouvez Invoquer par Xyz 1 Monstre Xyz "Maître Dragon" en utilisant uniquement des monstres "Maître Dragon" que vous contrôlez. Durant votre Main Phase : vous pouvez bannir cette carte depuis votre Cimetière, puis ciblez un nombre de votre choix de vos monstres "Maître Dragon" bannis d'Attributs différents ; renvoyez-les au Cimetière. Vous ne pouvez utiliser qu'1 effet de "Ici Sont des Dragons" par tour, et uniquement une fois le tour.$Supports archetypes /Dragon Ruler$$Activates from your Graveyard/Returns the player's banished cards to the Graveyard$Effect/Ignition-like/Condition$
30964246$Argostars - Tueur de Géants$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Ajoutez 1 monstre "Argostars" depuis votre Deck à votre main, puis immédiatement après la résolution de cet effet, si un Piège Continu est dans votre Zone Monstre, ou qu'un Piège Continu avec un effet qui s'Invoque Spécialement comme monstre est dans votre Zone Magie & Piège, vous pouvez Invoquer Normalement 1 monstre Guerrier. Durant votre Main Phase : vous pouvez bannir cette carte depuis votre Cimetière, puis ciblez 2 cartes (un Piège Continu "Argostars" que vous contrôlez inclus) sur le Terrain ; renvoyez-les à la main. Vous ne pouvez utiliser qu'1 effet de "Argostars - Tueur de Géants" par tour, et uniquement une fois le tour.$Supports archetypes /Argostars$$Adds from Deck to hand/Returns from field to hand$Effect/Ignition-like/Condition$
66059345$Transperdrement Matériacteur$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Lorsque cette carte est activée : dévoilez les 6 cartes du dessus de votre Deck, puis placez-les au-dessus du Deck dans l'ordre de votre choix. Une fois par tour : vous pouvez payer 1500 LP ; Invoquez Spécialement 1 Monstre Xyz "Matériacteur" depuis votre Extra Deck en utilisant 1 Monstre Normal de Niveau 3 que vous contrôlez comme Matériel (ceci est traité comme Invocation Xyz), et aussi, vous ne pouvez pas Invoquer Spécialement (Monstres Xyz exclus) depuis l'Extra Deck le reste de ce tour. Si un Monstre Xyz est Invoqué par Xyz : vous pouvez attacher la carte du dessus de votre Deck à 1 Monstre Xyz "Matériacteur" que vous contrôlez.$Supports archetypes /Materiactor$$Excavates from the player's Deck/Places excavated cards on the top of the Deck/Uses cards on the field as Xyz Materials/Activates upon Xyz Summon/Attaches from your Deck as Xyz Material$Effect/Ignition-like/Trigger-like$
93453053$Maliss dans le Miroir$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Ciblez 1 monstre face recto contrôlé par votre adversaire ; bannissez 1 monstre "Maliss" depuis votre main ou Terrain face recto, et si vous le faites, annulez les effets du monstre jusqu'à la fin de ce tour. Si cette carte est bannie : vous pouvez cibler 1 carte "Maliss" dans votre Cimetière ; bannissez-la, et si vous le faites, ajoutez 1 carte "Maliss" du même type (Monstre, Magie ou Piège) depuis votre Deck à votre main. Vous ne pouvez utiliser chaque effet de "Maliss dans le Miroir" qu'une fois par tour.$Supports archetypes /Maliss$$Activates while banished/Adds from Deck to hand$Effect/Trigger-like/Condition$
39848658$Réanimateur des Crânes Serviteurs$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Si votre "Roi des Crânes Serviteurs" attaque un monstre en Position de Défense, infligez des dommages de combat perçants à votre adversaire. Une fois par tour : vous pouvez cibler 1 "Crâne Serviteur" ou "Roi des Crânes Serviteurs" dans votre Cimetière ; envoyez 1 "Crâne Serviteur" ou 1 monstre qui le mentionne depuis votre Deck au Cimetière, et si vous le faites, Invoquez Spécialement le monstre ciblé, et aussi, vous ne pouvez pas Invoquer Spécialement (monstres Zombie exclus) le reste de ce tour.$King of the Skull Servants/Skull Servant/Zombie$$Sends from your Deck to your Graveyard$Continuous-like/Ignition-like$
66236707$Trancheur Gordien$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$L'activation et l'effet de cette carte ne peuvent pas être annulés. Au début de votre Main Phase 1 ou 2 : ciblez un nombre de votre choix de cartes face recto sur le Terrain ; pour chaque carte ciblée, bannissez face verso 1 carte depuis votre main ou 6 cartes depuis votre Extra Deck, puis renvoyez ces cartes ciblées à la main.$$$Activation cannot be negated/Effect that cannot be negated/Returns from field to hand$Condition/Effect$
38625110$Allons-Y Ensemble$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Si vous n'avez aucun "Allons-Y Ensemble" dans votre Terrain face recto, Cimetière et bannissement : bannissez face verso 7 cartes du dessus de votre Deck ; faites bannir face verso à votre adversaire 7 cartes depuis son Extra Deck et/ou du dessus de son Deck, et il doit déclarer combien sont bannis de chaque à l'avance.$$$$Effect$
65114115$Coup des Sept Étoiles - Hagun Anéantisseur d'Armée$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Ciblez 1 monstre face recto que vous contrôlez ; équipez-le avec 1 monstre de Niveau 7 du même Type mais de nom différent depuis votre main ou Deck comme Magie d'Équipement qui lui donne 700 ATK, mais renvoyez la Magie d'Équipement à la main durant la End Phase. Lorsqu'un monstre de min. Niveau/Rang 8 de votre adversaire est détruit au combat, tant que cette carte est dans votre Cimetière : vous pouvez ajouter cette carte à votre main. Vous ne pouvez activer qu'1 "Coup des Sept Étoiles - Hagun Anéantisseur d'Armée" par tour.$$$Equips monsters from the player's hand/Equips monsters from the player's Deck/Grants effect to Equip Spell Card/Returns from your field to your hand/Activates if destroyed by battle/Activates from your Graveyard/Returns itself from Graveyard to hand$Effect/Trigger-like/Condition$
28903523$Ensoleillement Éternel$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Les monstres que vous contrôlez gagnent 500 DEF pour chaque "Ancien Dragon Féerique" et monstre qui le mentionne que vous contrôlez. Une fois par Chaîne : vous pouvez cibler 1 monstre face recto contrôlé par votre adversaire ; jusqu'à la fin de ce tour, son ATK/DEF seront divisées par deux, et aussi, ses effets sont annulés. Vous pouvez utiliser cet effet de "Ensoleillement Éternel" un nombre de fois par tour, inférieur ou égal au nombre de "Ancien Dragon Féerique" et monstres qui le mentionnent que vous contrôlez.$Ancient Fairy Dragon$$$Continuous-like/Quick-like/Condition$
64998567$Malédiction de Diabell$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Si vous contrôlez min. 2 monstres "Diabell" : envoyez 1 monstre que vous contrôlez au Cimetière ; détruisez toutes les cartes face recto contrôlées par votre adversaire. Si cette carte est envoyée au Cimetière ou bannie, depuis la main ou Deck : vous pouvez ajouter 1 Magie/Piège "Diabell" ("Malédiction de Diabell" exclu) depuis votre Deck à votre main. Vous ne pouvez utiliser chaque effet de "Malédiction de Diabell" qu'une fois par tour.$Supports archetypes /Diabell$$Sends from field to Graveyard for cost/Activates if sent to the Graveyard/Activates while banished/Adds from Deck to hand$Effect/Trigger-like/Condition$
90386276$Sanctification du Butin du Péché$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Vous pouvez activer 1 de ces effets ;●Ciblez 1 monstre "Diabell" dans votre Cimetière ou bannissement ; défaussez 1 carte, et si vous le faites, Invoquez Spécialement le monstre.●Ciblez 1 Carte Monstre face recto dans votre Zone Magie & Piège ; Invoquez-la Spécialement.Vous ne pouvez utiliser cet effet de "Sanctification du Butin du Péché" qu'une fois par tour.$Supports archetypes /Diabell$$Discards for cost$Quick-like/Condition$
53276089$Catapulte Électromagnétique Ryzéal$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Appliquez l'effet suivant, puis vous pouvez attacher cette carte à un Monstre Xyz de Rang 4 que vous contrôlez.●Le reste de ce tour, tous les monstres "Ryzéal" que vous contrôlez gagnent 1000 ATK.Si cette carte est envoyée au Cimetière, sauf depuis le Terrain : vous pouvez cibler 1 carte dans le Cimetière de votre adversaire ; bannissez-la. Vous ne pouvez utiliser chaque effet de "Catapulte Électromagnétique Ryzéal" qu'une fois par tour.$Supports archetypes /Ryzeal$$Attaches itself from your field as Xyz Material/Activates if sent to the Graveyard$Effect/Trigger-like/Condition$
22669793$Surnalixir de la Glorieuse Terre d'Or$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Vous pouvez payer 800 LP, puis activez 1 de ces effets ;●Invoquez Spécialement cette carte comme Monstre Normal (Zombie/LUMIÈRE/Niveau 10/ATK 1500/DEF 2800) (cette carte est toujours aussi un Piège), puis si vous contrôlez "Surnaliche le Seigneur d'Or", vous pouvez renvoyer 1 monstre depuis le Terrain à la main.●Posez 1 de vos Magies/Pièges "Terre d'Or" ou "Surnalixir" bannis.Vous ne pouvez utiliser cet effet de "Surnalixir de la Glorieuse Terre d'Or" qu'une fois par tour.$Supports archetypes /Eldlixir/Golden Land$$Returns from field to hand/Sets the player's banished cards$Quick-like/Condition$
58053438$Chants des Dominateurs$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Si vous n'avez aucun monstre dans votre Cimetière, vous pouvez activer cette carte depuis votre main. Lorsque votre adversaire active un effet de monstre sur le Terrain : annulez l'effet, puis si vous avez un Piège dans votre Cimetière, vous pouvez ajouter 1 carte "Dominus" depuis votre Deck à votre main. Si vous avez activé cette carte depuis votre main, vous ne pouvez pas activer les effets des monstres dans votre main, Cimetière et bannissement jusqu'à la fin du prochain tour. Vous ne pouvez activer qu'1 "Chants des Dominateurs" par tour.$Supports archetypes /Dominus$$Adds from Deck to hand$Condition/Effect/Lingering/Condition$
85442146$Mentalité du Dragon$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Lorsqu'une Carte Magie/Piège ou un effet de monstre est activé tant que vous contrôlez un monstre avec 2500 ATK ou DEF d'origine : annulez l'activation, et si vous le faites, détruisez la carte. Si cette carte est dans votre Cimetière : vous pouvez payer 2500 LP ; Posez cette carte, mais bannissez-la lorsqu'elle quitte le Terrain. Vous ne pouvez utiliser chaque effet de "Mentalité du Dragon" qu'une fois par tour.$$$Activates from your Graveyard/Sets itself from your Graveyard$Effect/Quick-like/Condition$
21846145$Enlèvement$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Ciblez 1 monstre face recto contrôlé par votre adversaire ; bannissez 1 monstre depuis votre Deck ou Extra Deck du même Type, Attribut et Niveau/Rang/Classification Lien d'origine, et si vous le faites, prenez le contrôle du monstre ciblé, et si vous avez banni un monstre du même nom d'origine, les effets du monstre sont annulés. Vous ne pouvez activer qu'1 "Enlèvement" par tour.$$$Changes cost$Effect/Condition$
49904658$Hrimnir la Disciple Divine$Unlimited(TCG)$LUMIÈRE$[Elfe/Effet]$$$$$Niveau 9$2200$2200$$$$Vous pouvez Sacrifier 3 monstres Elfe depuis votre main et/ou Terrain ; Posez 1 Magie Continue depuis votre Deck, mais envoyez-la au Cimetière durant la End Phase de votre adversaire. Si cette carte est envoyée au Cimetière par un effet de carte : vous pouvez Invoquer Spécialement cette carte, mais bannissez-la lorsqu'elle quitte le Terrain. Vous ne pouvez utiliser chaque effet de "Hrimnir la Disciple Divine" qu'une fois par tour.$Fairy/Continuous Spell Card$$Tributes for cost/Sets from your Deck/Sends from your field to your Graveyard/Activates if sent to the Graveyard$Ignition/Trigger/Condition$
75493362$Bénédiction de Vingólf$Unlimited(TCG)$MAGIE$$$$$$$$$$$$Lorsque cette carte est activée : vous pouvez envoyer 1 monstre LUMIÈRE Elfe depuis votre Deck au Cimetière. Les monstres Elfe que vous contrôlez gagnent 100 ATK pour chaque monstre Elfe dans votre Terrain et Cimetière. Si cette carte est envoyée au Cimetière : vous pouvez cibler 1 monstre Elfe de max. Niveau 4 dans votre Cimetière ; Invoquez-le Spécialement. Vous ne pouvez utiliser cet effet de "Bénédiction de Vingólf" qu'une fois par tour. Vous ne pouvez activer qu'1 "Bénédiction de Vingólf" par tour.$LIGHT/Fairy$$Sends from your Deck to your Graveyard/Activates if sent to the Graveyard$Effect/Continuous-like/Trigger-like/Condition/Condition$
48882106$Poisson-Coffre Toxique$Unlimited(TCG)$EAU$[Poisson/Synchro／Effet]$$$$$Niveau 4$1800$800$$1 Syntoniseur + 1+ monstre non-Syntoniseur$$Si cette carte est Invoquée par Synchronisation : vous pouvez cibler 1 carte dans l'un des Cimetières ; bannissez-la. Si cette carte est bannie : vous pouvez cibler 1 carte face recto contrôlée par votre adversaire ; jusqu'à la fin de ce tour, annulez ses effets. Vous ne pouvez utiliser chaque effet de "Poisson-Coffre Toxique" qu'une fois par tour.$$$Activates upon Synchro Summon/Activates while banished$Trigger/Trigger/Condition$
74271714$Poisson et Offres$Unlimited(TCG)$MAGIE$$$$$$$$$$$$Au début de votre Main Phase 1 : bannissez 1 carte depuis votre main ; votre adversaire peut bannir 2 cartes depuis sa main, s'il ne le fait pas, vous appliquez cet effet.●Prenez 2 monstres Poisson depuis votre Deck, et soit bannissez-les tous les deux soit envoyez-les tous les deux au Cimetière, et aussi, vous ne pouvez pas Invoquer Spécialement (monstres Poisson exclus) le reste de ce tour.$Fish$$Sends from your hand to your Graveyard$Effect$
12210097$Limite Sacrée Mitsurugi$Unlimited(TCG)$MAGIE$$$$$$$$$$$$Votre adversaire ne peut pas cibler de Monstres Rituels "Mitsurugi" que vous contrôlez avec les effets des monstres qui ont été Invoqués Spécialement depuis l'Extra Deck. Vous pouvez cibler 4 cartes "Mitsurugi" ("Limite Sacrée Mitsurugi" exclu) dans votre Cimetière ; mélangez-les dans le Deck, puis si votre adversaire contrôle un monstre, faites-lui Sacrifier 1 monstre qu'il contrôle (son choix). Vous ne pouvez utiliser cet effet de "Limite Sacrée Mitsurugi" qu'une fois par tour.$Supports archetypes /Mitsurugi$$Returns from your Graveyard to your Deck/Makes your opponent Tribute$Continuous-like/Ignition-like/Condition$
08170654$Épieuvre de Maïs Géante$Unlimited(OCG)/Unlimited(TCG)$TERRE$[Plante/Effet]$$$$$Niveau 8$1000$2500$$$$Lorsqu'un monstre de l'adversaire déclare une attaque : vous pouvez Invoquer Spécialement cette carte depuis votre main en Position de Défense, et si vous le faites, transférez la cible de l'attaque sur cette carte et faites le calcul des dommages. Vous pouvez cibler 1 monstre Plante que vous contrôlez ("Épieuvre de Maïs Géante" exclu) ; l'ATK du monstre et de cette carte devient la somme des ATK d'origine des deux monstres. Vous ne pouvez utiliser chaque effet de "Épieuvre de Maïs Géante" qu'une fois par tour.$Plant$$Activates upon attack declaration/Activates from your hand$Trigger/Ignition/Condition$
87640391$Zereort Migrateur$Unlimited(OCG)/Unlimited(TCG)$EAU$[Bête Ailée/Effet]$$$$$Niveau 5$1000$2200$$$$Si un Monstre Xyz EAU est sur le Terrain : vous pouvez Invoquer Spécialement cette carte depuis votre main. Durant votre Main Phase : vous pouvez détacher 1 Matériel d'un monstre que vous contrôlez, puis vous pouvez Invoquer Spécialement 1 monstre EAU de Niveau 3 ou 4 depuis votre main ou Cimetière, mais ses effets sont annulés, et aussi, il peut être traité comme monstre de Niveau 5 ce tour, s'il est utilisé pour l'Invocation Xyz d'un monstre EAU. Vous ne pouvez utiliser chaque effet de "Zereort Migrateur" qu'une fois par tour.$WATER/Xyz Monster$$Activates from your hand/Detaches Xyz Materials for effect$Ignition/Ignition/Condition$
